Jurisdiction,Active,Recovered,Deaths,Date,Active and Recovered
ACT,4.0,8.0,7,2021-12-11,12
NT,0.0,0.0,0,2021-12-12,0
ACT,4.0,8.0,7,2021-12-12,12
NSW,307.0,122.0,101,2021-12-12,429
QLD,0.0,0.0,1,2021-12-12,0
SA,0.0,0.0,0,2021-12-12,0
TAS,0.0,0.0,1,2021-12-12,0
VIC,515.0,1717.0,777,2021-12-12,2232
WA,0.0,0.0,0,2021-12-12,0
Australia,826.0,1847.0,887,2021-12-12,2673
WA,0.0,0.0,0,2021-12-13,0
VIC,512.0,1738.0,778,2021-12-13,2250
TAS,0.0,0.0,1,2021-12-13,0
SA,0.0,0.0,0,2021-12-13,0
QLD,0.0,0.0,1,2021-12-13,0
NSW,311.0,122.0,102,2021-12-13,433
ACT,4.0,8.0,7,2021-12-13,12
Australia,827.0,1868.0,889,2021-12-13,2695
NT,0.0,0.0,0,2021-12-13,0
VIC,522.0,1741.0,778,2021-12-14,2263
Australia,837.0,1871.0,889,2021-12-14,2708
ACT,4.0,8.0,7,2021-12-14,12
NSW,311.0,122.0,102,2021-12-14,433
NT,0.0,0.0,0,2021-12-14,0
QLD,0.0,0.0,1,2021-12-14,0
SA,0.0,0.0,0,2021-12-14,0
TAS,0.0,0.0,1,2021-12-14,0
WA,0.0,0.0,0,2021-12-14,0
ACT,4.0,8.0,7,2021-12-15,12
NSW,310.0,122.0,103,2021-12-15,432
Australia,801.0,1912.0,891,2021-12-15,2713
SA,0.0,0.0,0,2021-12-15,0
TAS,0.0,0.0,1,2021-12-15,0
VIC,487.0,1782.0,779,2021-12-15,2269
WA,0.0,0.0,0,2021-12-15,0
QLD,0.0,0.0,1,2021-12-15,0
NT,0.0,0.0,0,2021-12-15,0
WA,0.0,0.0,0,2021-12-16,0
Australia,814.0,1913.0,891,2021-12-16,2727
ACT,4.0,8.0,7,2021-12-16,12
NSW,316.0,122.0,103,2021-12-16,438
SA,0.0,0.0,0,2021-12-16,0
TAS,0.0,0.0,1,2021-12-16,0
VIC,494.0,1783.0,779,2021-12-16,2277
QLD,0.0,0.0,1,2021-12-16,0
NT,0.0,0.0,0,2021-12-16,0
WA,0.0,0.0,0,2021-12-17,0
VIC,500.0,1786.0,779,2021-12-17,2286
Australia,821.0,1916.0,891,2021-12-17,2737
ACT,4.0,8.0,7,2021-12-17,12
TAS,0.0,0.0,1,2021-12-17,0
SA,0.0,0.0,0,2021-12-17,0
QLD,0.0,0.0,1,2021-12-17,0
NT,0.0,0.0,0,2021-12-17,0
NSW,317.0,122.0,103,2021-12-17,439
VIC,500.0,1786.0,779,2021-12-18,2286
QLD,0.0,0.0,1,2021-12-18,0
NT,0.0,0.0,0,2021-12-18,0
NSW,317.0,122.0,103,2021-12-18,439
ACT,4.0,8.0,7,2021-12-18,12
Australia,821.0,1916.0,891,2021-12-18,2737
WA,0.0,0.0,0,2021-12-18,0
TAS,0.0,0.0,1,2021-12-18,0
SA,0.0,0.0,0,2021-12-18,0
Australia,821.0,1916.0,891,2021-12-19,2737
ACT,4.0,8.0,7,2021-12-19,12
WA,0.0,0.0,0,2021-12-19,0
NSW,317.0,122.0,103,2021-12-19,439
NT,0.0,0.0,0,2021-12-19,0
QLD,0.0,0.0,1,2021-12-19,0
SA,0.0,0.0,0,2021-12-19,0
TAS,0.0,0.0,1,2021-12-19,0
VIC,500.0,1786.0,779,2021-12-19,2286
Australia,868.0,1916.0,894,2021-12-20,2784
NSW,346.0,122.0,104,2021-12-20,468
NT,0.0,0.0,0,2021-12-20,0
QLD,0.0,0.0,1,2021-12-20,0
SA,0.0,0.0,0,2021-12-20,0
TAS,0.0,0.0,1,2021-12-20,0
VIC,517.0,1786.0,781,2021-12-20,2303
WA,0.0,0.0,0,2021-12-20,0
ACT,4.0,8.0,7,2021-12-20,12
WA,0.0,0.0,0,2021-12-21,0
VIC,519.0,1789.0,783,2021-12-21,2308
TAS,0.0,0.0,1,2021-12-21,0
SA,0.0,0.0,0,2021-12-21,0
QLD,0.0,0.0,1,2021-12-21,0
NT,0.0,0.0,0,2021-12-21,0
NSW,370.0,122.0,105,2021-12-21,492
ACT,4.0,8.0,7,2021-12-21,12
Australia,894.0,1919.0,897,2021-12-21,2813
SA,0.0,0.0,0,2021-12-22,0
QLD,0.0,0.0,1,2021-12-22,0
NT,0.0,0.0,0,2021-12-22,0
NSW,370.0,122.0,105,2021-12-22,492
ACT,4.0,8.0,7,2021-12-22,12
TAS,0.0,0.0,1,2021-12-22,0
Australia,894.0,1919.0,897,2021-12-22,2813
VIC,519.0,1789.0,783,2021-12-22,2308
WA,0.0,0.0,0,2021-12-22,0
ACT,4.0,8.0,7,2021-12-24,12
VIC,505.0,1818.0,790,2021-12-24,2323
TAS,0.0,0.0,1,2021-12-24,0
Australia,931.0,1948.0,905,2021-12-24,2879
QLD,0.0,0.0,1,2021-12-24,0
NT,0.0,0.0,0,2021-12-24,0
NSW,404.0,122.0,106,2021-12-24,526
SA,0.0,0.0,0,2021-12-24,0
WA,0.0,0.0,0,2021-12-24,0
WA,0.0,0.0,0,2021-12-25,0
VIC,505.0,1818.0,790,2021-12-25,2323
TAS,0.0,0.0,1,2021-12-25,0
SA,0.0,0.0,0,2021-12-25,0
QLD,0.0,0.0,1,2021-12-25,0
NT,0.0,0.0,0,2021-12-25,0
NSW,404.0,122.0,106,2021-12-25,526
ACT,4.0,8.0,7,2021-12-25,12
Australia,931.0,1948.0,905,2021-12-25,2879
ACT,4.0,8.0,7,2021-12-26,12
NSW,404.0,122.0,106,2021-12-26,526
NT,0.0,0.0,0,2021-12-26,0
QLD,0.0,0.0,1,2021-12-26,0
SA,0.0,0.0,0,2021-12-26,0
TAS,0.0,0.0,1,2021-12-26,0
VIC,505.0,1818.0,790,2021-12-26,2323
WA,0.0,0.0,0,2021-12-26,0
Australia,931.0,1948.0,905,2021-12-26,2879
ACT,4.0,8.0,7,2021-12-27,12
NSW,442.0,122.0,107,2021-12-27,564
NT,0.0,0.0,0,2021-12-27,0
QLD,2.0,0.0,1,2021-12-27,2
SA,0.0,0.0,0,2021-12-27,0
TAS,0.0,0.0,1,2021-12-27,0
WA,0.0,0.0,0,2021-12-27,0
Australia,998.0,1950.0,909,2021-12-27,2948
VIC,515.0,1820.0,792,2021-12-27,2335
Australia,1037.0,1950.0,909,2021-12-28,2987
VIC,518.0,1820.0,792,2021-12-28,2338
TAS,0.0,0.0,1,2021-12-28,0
SA,0.0,0.0,0,2021-12-28,0
WA,0.0,0.0,0,2021-12-28,0
NT,0.0,0.0,0,2021-12-28,0
NSW,472.0,122.0,107,2021-12-28,594
ACT,4.0,8.0,7,2021-12-28,12
QLD,4.0,0.0,1,2021-12-28,4
Australia,1104.0,1950.0,909,2021-12-29,3054
TAS,0.0,0.0,1,2021-12-29,0
SA,0.0,0.0,0,2021-12-29,0
QLD,9.0,0.0,1,2021-12-29,9
NT,0.0,0.0,0,2021-12-29,0
NSW,506.0,122.0,107,2021-12-29,628
ACT,4.0,8.0,7,2021-12-29,12
WA,0.0,0.0,0,2021-12-29,0
VIC,529.0,1820.0,792,2021-12-29,2349
VIC,523.0,1828.0,792,2021-12-30,2351
TAS,0.0,0.0,1,2021-12-30,0
SA,0.0,0.0,0,2021-12-30,0
QLD,12.0,0.0,1,2021-12-30,12
NT,0.0,0.0,0,2021-12-30,0
NSW,531.0,123.0,110,2021-12-30,654
ACT,4.0,8.0,7,2021-12-30,12
WA,0.0,0.0,0,2021-12-30,0
Australia,1129.0,1959.0,912,2021-12-30,3088
NT,0.0,0.0,0,2021-12-31,0
NSW,552.0,123.0,111,2021-12-31,675
ACT,4.0,8.0,7,2021-12-31,12
Australia,1180.0,1983.0,915,2021-12-31,3163
QLD,39.0,0.0,1,2021-12-31,39
SA,0.0,0.0,0,2021-12-31,0
TAS,0.0,0.0,1,2021-12-31,0
VIC,564.0,1806.0,792,2021-12-31,2370
WA,0.0,0.0,0,2021-12-31,0
NT,0.0,0.0,0,2022-01-01,0
QLD,39.0,0.0,1,2022-01-01,39
WA,0.0,0.0,0,2022-01-01,0
TAS,0.0,0.0,1,2022-01-01,0
SA,0.0,0.0,0,2022-01-01,0
Australia,1180.0,1983.0,915,2022-01-01,3163
ACT,4.0,8.0,7,2022-01-01,12
NSW,552.0,123.0,111,2022-01-01,675
VIC,564.0,1806.0,792,2022-01-01,2370
NSW,552.0,123.0,111,2022-01-02,675
NT,0.0,0.0,0,2022-01-02,0
QLD,39.0,0.0,1,2022-01-02,39
SA,0.0,0.0,0,2022-01-02,0
Australia,1180.0,1983.0,915,2022-01-02,3163
VIC,564.0,1806.0,792,2022-01-02,2370
ACT,4.0,8.0,7,2022-01-02,12
WA,0.0,0.0,0,2022-01-02,0
TAS,0.0,0.0,1,2022-01-02,0
ACT,4.0,8.0,7,2022-01-03,12
NSW,552.0,123.0,111,2022-01-03,675
NT,0.0,0.0,0,2022-01-03,0
Australia,1180.0,1983.0,915,2022-01-03,3163
QLD,39.0,0.0,1,2022-01-03,39
SA,0.0,0.0,0,2022-01-03,0
WA,0.0,0.0,0,2022-01-03,0
VIC,564.0,1806.0,792,2022-01-03,2370
TAS,0.0,0.0,1,2022-01-03,0
WA,0.0,0.0,0,2022-01-04,0
VIC,562.0,1829.0,793,2022-01-04,2391
ACT,4.0,8.0,7,2022-01-04,12
NSW,652.0,123.0,114,2022-01-04,775
NT,0.0,0.0,0,2022-01-04,0
QLD,80.0,0.0,1,2022-01-04,80
SA,0.0,0.0,0,2022-01-04,0
Australia,1424.0,1960.0,919,2022-01-04,3384
TAS,0.0,0.0,1,2022-01-04,0
Australia,1636.0,1962.0,921,2022-01-05,3598
NSW,735.0,123.0,116,2022-01-05,858
NT,0.0,0.0,0,2022-01-05,0
QLD,98.0,0.0,1,2022-01-05,98
SA,0.0,0.0,0,2022-01-05,0
TAS,0.0,0.0,1,2022-01-05,0
VIC,665.0,1831.0,793,2022-01-05,2496
WA,0.0,0.0,0,2022-01-05,0
ACT,4.0,8.0,7,2022-01-05,12
Australia,1862.0,1964.0,924,2022-01-06,3826
ACT,4.0,8.0,7,2022-01-06,12
NSW,830.0,123.0,117,2022-01-06,953
TAS,3.0,0.0,1,2022-01-06,3
QLD,119.0,2.0,3,2022-01-06,121
SA,0.0,0.0,0,2022-01-06,0
VIC,714.0,1831.0,793,2022-01-06,2545
NT,0.0,0.0,0,2022-01-06,0
WA,0.0,0.0,0,2022-01-06,0
ACT,4.0,8.0,7,2022-01-07,12
TAS,24.0,0.0,1,2022-01-07,24
VIC,762.0,1832.0,793,2022-01-07,2594
SA,255.0,0.0,3,2022-01-07,255
QLD,148.0,2.0,3,2022-01-07,150
NT,0.0,0.0,0,2022-01-07,0
NSW,934.0,124.0,117,2022-01-07,1058
WA,0.0,0.0,0,2022-01-07,0
Australia,2127.0,1966.0,924,2022-01-07,4093
ACT,4.0,8.0,7,2022-01-08,12
VIC,762.0,1832.0,793,2022-01-08,2594
TAS,24.0,0.0,1,2022-01-08,24
SA,255.0,0.0,3,2022-01-08,255
QLD,148.0,2.0,3,2022-01-08,150
NT,0.0,0.0,0,2022-01-08,0
NSW,934.0,124.0,117,2022-01-08,1058
Australia,2127.0,1966.0,924,2022-01-08,4093
WA,0.0,0.0,0,2022-01-08,0
QLD,148.0,2.0,3,2022-01-09,150
VIC,762.0,1832.0,793,2022-01-09,2594
SA,255.0,0.0,3,2022-01-09,255
NT,0.0,0.0,0,2022-01-09,0
NSW,934.0,124.0,117,2022-01-09,1058
WA,0.0,0.0,0,2022-01-09,0
TAS,24.0,0.0,1,2022-01-09,24
Australia,2127.0,1966.0,924,2022-01-09,4093
ACT,4.0,8.0,7,2022-01-09,12
ACT,4.0,8.0,7,2022-01-10,12
Australia,2625.0,2070.0,933,2022-01-10,4695
WA,0.0,0.0,0,2022-01-10,0
VIC,944.0,1841.0,798,2022-01-10,2785
TAS,33.0,0.0,1,2022-01-10,33
SA,0.0,0.0,0,2022-01-10,0
QLD,212.0,2.0,3,2022-01-10,214
NT,0.0,0.0,0,2022-01-10,0
NSW,1138.0,157.0,117,2022-01-10,1295
Australia,2955.0,2130.0,954,2022-01-11,5085
ACT,4.0,8.0,7,2022-01-11,12
WA,0.0,0.0,0,2022-01-11,0
VIC,1054.0,1858.0,802,2022-01-11,2912
TAS,38.0,4.0,1,2022-01-11,42
SA,0.0,0.0,0,2022-01-11,0
QLD,254.0,2.0,9,2022-01-11,256
NT,1.0,0.0,0,2022-01-11,1
NSW,1264.0,195.0,128,2022-01-11,1459
NT,5.0,0.0,0,2022-01-12,5
Australia,3353.0,2206.0,964,2022-01-12,5559
ACT,4.0,8.0,7,2022-01-12,12
NSW,1580.0,202.0,136,2022-01-12,1782
TAS,37.0,7.0,1,2022-01-12,44
SA,323.0,91.0,8,2022-01-12,414
VIC,1115.0,1872.0,802,2022-01-12,2987
WA,0.0,0.0,0,2022-01-12,0
QLD,289.0,26.0,10,2022-01-12,315
QLD,340.0,27.0,11,2022-01-13,367
TAS,37.0,7.0,1,2022-01-13,44
SA,350.0,100.0,12,2022-01-13,450
VIC,1184.0,1882.0,803,2022-01-13,3066
NT,5.0,0.0,0,2022-01-13,5
ACT,4.0,8.0,7,2022-01-13,12
NSW,1733.0,225.0,143,2022-01-13,1958
WA,0.0,0.0,0,2022-01-13,0
Australia,3653.0,2249.0,977,2022-01-13,5902
Australia,4015.0,2309.0,997,2022-01-14,6324
WA,0.0,0.0,0,2022-01-14,0
VIC,1281.0,1888.0,805,2022-01-14,3169
TAS,37.0,7.0,1,2022-01-14,44
SA,362.0,127.0,19,2022-01-14,489
QLD,397.0,34.0,11,2022-01-14,431
NT,8.0,0.0,0,2022-01-14,8
NSW,1926.0,245.0,154,2022-01-14,2171
ACT,4.0,8.0,7,2022-01-14,12
WA,0.0,0.0,0,2022-01-15,0
NSW,1926.0,245.0,154,2022-01-15,2171
NT,8.0,0.0,0,2022-01-15,8
QLD,397.0,34.0,11,2022-01-15,431
SA,362.0,127.0,19,2022-01-15,489
TAS,37.0,7.0,1,2022-01-15,44
VIC,1281.0,1888.0,805,2022-01-15,3169
Australia,4015.0,2309.0,997,2022-01-15,6324
ACT,4.0,8.0,7,2022-01-15,12
NT,8.0,0.0,0,2022-01-16,8
VIC,1281.0,1888.0,805,2022-01-16,3169
ACT,4.0,8.0,7,2022-01-16,12
NSW,1926.0,245.0,154,2022-01-16,2171
QLD,397.0,34.0,11,2022-01-16,431
SA,362.0,127.0,19,2022-01-16,489
TAS,37.0,7.0,1,2022-01-16,44
Australia,4015.0,2309.0,997,2022-01-16,6324
WA,0.0,0.0,0,2022-01-16,0
TAS,37.0,7.0,1,2022-01-17,44
SA,362.0,127.0,19,2022-01-17,489
QLD,397.0,34.0,11,2022-01-17,431
NT,8.0,0.0,0,2022-01-17,8
WA,0.0,0.0,0,2022-01-17,0
ACT,4.0,8.0,7,2022-01-17,12
Australia,4015.0,2309.0,997,2022-01-17,6324
VIC,1281.0,1888.0,805,2022-01-17,3169
NSW,1926.0,245.0,154,2022-01-17,2171
Australia,4861.0,2463.0,1034,2022-01-18,7324
ACT,7.0,8.0,7,2022-01-18,15
WA,0.0,0.0,0,2022-01-18,0
VIC,1381.0,1926.0,809,2022-01-18,3307
TAS,42.0,8.0,1,2022-01-18,50
SA,0.0,0.0,0,2022-01-18,0
QLD,419.0,58.0,18,2022-01-18,477
NT,8.0,0.0,0,2022-01-18,8
NSW,2571.0,275.0,176,2022-01-18,2846
TAS,43.0,8.0,1,2022-01-19,51
SA,484.0,220.0,24,2022-01-19,704
QLD,498.0,117.0,28,2022-01-19,615
NT,12.0,0.0,0,2022-01-19,12
NSW,2854.0,419.0,199,2022-01-19,3273
ACT,17.0,8.0,7,2022-01-19,25
Australia,5393.0,2795.0,1072,2022-01-19,8188
VIC,1485.0,2023.0,813,2022-01-19,3508
WA,0.0,0.0,0,2022-01-19,0
ACT,,,0,2022-01-20,72
SA,,,31,2022-01-20,819
TAS,,,1,2022-01-20,68
VIC,,,818,2022-01-20,4106
WA,,,0,2022-01-20,0
NSW,,,222,2022-01-20,4115
NT,,,0,2022-01-20,13
Australia,,,1124,2022-01-20,10391
QLD,,,44,2022-01-20,1206
Australia,,,1124,2022-01-21,10391
ACT,,,0,2022-01-21,72
VIC,,,818,2022-01-21,4106
WA,,,0,2022-01-21,0
SA,,,31,2022-01-21,819
NSW,,,222,2022-01-21,4115
NT,,,0,2022-01-21,13
QLD,,,44,2022-01-21,1206
TAS,,,1,2022-01-21,68
Australia,,,1134,2022-01-22,10907
NSW,,,226,2022-01-22,4382
NT,,,0,2022-01-22,15
ACT,,,0,2022-01-22,77
QLD,,,44,2022-01-22,1341
SA,,,33,2022-01-22,844
TAS,,,2,2022-01-22,89
VIC,,,821,2022-01-22,4167
WA,,,0,2022-01-22,0
WA,,,0,2022-01-23,0
ACT,,,0,2022-01-23,77
TAS,,,2,2022-01-23,89
NSW,,,226,2022-01-23,4382
NT,,,0,2022-01-23,15
QLD,,,44,2022-01-23,1341
SA,,,33,2022-01-23,844
VIC,,,821,2022-01-23,4167
Australia,,,1134,2022-01-23,10907
ACT,,,8,2022-01-24,77
Australia,,,1172,2022-01-24,11603
NT,,,0,2022-01-24,19
QLD,,,50,2022-01-24,1623
SA,,,43,2022-01-24,877
TAS,,,2,2022-01-24,103
NSW,,,242,2022-01-24,4568
WA,,,0,2022-01-24,0
VIC,,,827,2022-01-24,4336
WA,,,0,2022-01-25,0
VIC,,,832,2022-01-25,4352
TAS,,,2,2022-01-25,105
Australia,,,1176,2022-01-25,12004
ACT,,,8,2022-01-25,71
NSW,,,245,2022-01-25,4867
NT,,,0,2022-01-25,19
QLD,,,50,2022-01-25,1663
SA,,,43,2022-01-25,923
Australia,,,1176,2022-01-26,12004
ACT,,,8,2022-01-26,71
NSW,,,245,2022-01-26,4867
NT,,,0,2022-01-26,19
QLD,,,50,2022-01-26,1663
SA,,,43,2022-01-26,923
WA,,,0,2022-01-26,0
VIC,,,832,2022-01-26,4352
TAS,,,2,2022-01-26,105
NSW,,,318,2022-01-27,4921
WA,,,0,2022-01-27,0
VIC,,,849,2022-01-27,4411
TAS,,,2,2022-01-27,112
SA,,,68,2022-01-27,928
QLD,,,85,2022-01-27,1850
NT,,,0,2022-01-27,19
ACT,,,8,2022-01-27,55
Australia,,,1330,2022-01-27,12315
WA,,,0,2022-01-28,0
Australia,,,1356,2022-01-28,12642
ACT,,,8,2022-01-28,74
NSW,,,328,2022-01-28,5068
NT,,,0,2022-01-28,19
QLD,,,90,2022-01-28,1948
SA,,,70,2022-01-28,958
TAS,,,2,2022-01-28,128
VIC,,,858,2022-01-28,4447
ACT,,,8,2022-01-29,74
Australia,,,1356,2022-01-29,12642
NT,,,0,2022-01-29,19
QLD,,,90,2022-01-29,1948
NSW,,,328,2022-01-29,5068
TAS,,,2,2022-01-29,128
VIC,,,858,2022-01-29,4447
WA,,,0,2022-01-29,0
SA,,,70,2022-01-29,958
SA,,,70,2022-01-30,958
QLD,,,90,2022-01-30,1948
NT,,,0,2022-01-30,19
NSW,,,328,2022-01-30,5068
ACT,,,8,2022-01-30,74
Australia,,,1356,2022-01-30,12642
TAS,,,2,2022-01-30,128
WA,,,0,2022-01-30,0
VIC,,,858,2022-01-30,4447
SA,,,76,2022-01-31,1031
NT,,,0,2022-01-31,22
NSW,,,362,2022-01-31,5223
ACT,,,8,2022-01-31,87
Australia,,,1414,2022-01-31,13292
WA,,,0,2022-01-31,0
VIC,,,865,2022-01-31,4673
TAS,,,2,2022-01-31,132
QLD,,,101,2022-01-31,2124
Australia,,,1438,2022-02-01,13419
QLD,,,108,2022-02-01,2197
NSW,,,373,2022-02-01,5269
NT,,,0,2022-02-01,22
WA,,,0,2022-02-01,0
VIC,,,870,2022-02-01,4668
ACT,,,8,2022-02-01,87
TAS,,,3,2022-02-01,137
SA,,,76,2022-02-01,1043
VIC,,,874,2022-02-02,4729
NSW,,,385,2022-02-02,5375
ACT,,,11,2022-02-02,93
Australia,,,1476,2022-02-02,13669
NT,,,0,2022-02-02,22
QLD,,,120,2022-02-02,2264
SA,,,83,2022-02-02,1049
TAS,,,3,2022-02-02,137
WA,,,0,2022-02-02,0
ACT,,,11,2022-02-03,94
NSW,,,385,2022-02-03,5431
NT,,,1,2022-02-03,21
SA,,,83,2022-02-03,1049
Australia,,,1479,2022-02-03,13771
TAS,,,3,2022-02-03,137
VIC,,,876,2022-02-03,4766
WA,,,0,2022-02-03,0
QLD,,,120,2022-02-03,2273
SA,,,87,2022-02-04,1045
QLD,,,121,2022-02-04,2411
NT,,,1,2022-02-04,21
NSW,,,396,2022-02-04,5441
ACT,,,11,2022-02-04,98
Australia,,,1500,2022-02-04,13996
VIC,,,881,2022-02-04,4840
TAS,,,3,2022-02-04,140
WA,,,0,2022-02-04,0
NSW,,,396,2022-02-05,5441
NT,,,1,2022-02-05,21
QLD,,,121,2022-02-05,2411
SA,,,87,2022-02-05,1045
TAS,,,3,2022-02-05,140
WA,,,0,2022-02-05,0
ACT,,,11,2022-02-05,98
VIC,,,881,2022-02-05,4840
Australia,,,1500,2022-02-05,13996
TAS,,,3,2022-02-06,140
SA,,,87,2022-02-06,1045
QLD,,,121,2022-02-06,2411
NT,,,1,2022-02-06,21
NSW,,,396,2022-02-06,5441
ACT,,,11,2022-02-06,98
Australia,,,1500,2022-02-06,13996
VIC,,,881,2022-02-06,4840
WA,,,0,2022-02-06,0
VIC,,,890,2022-02-07,4910
TAS,,,3,2022-02-07,147
SA,,,89,2022-02-07,1109
WA,,,0,2022-02-07,0
NT,,,2,2022-02-07,21
NSW,,,407,2022-02-07,5620
ACT,,,11,2022-02-07,98
Australia,,,1537,2022-02-07,14581
QLD,,,135,2022-02-07,2676
WA,,,0,2022-02-08,0
VIC,,,891,2022-02-08,4984
TAS,,,4,2022-02-08,149
SA,,,90,2022-02-08,1108
QLD,,,145,2022-02-08,2800
NT,,,2,2022-02-08,21
NSW,,,411,2022-02-08,5635
Australia,,,1554,2022-02-08,14800
ACT,,,11,2022-02-08,103
NT,,,2,2022-02-09,20
NSW,,,414,2022-02-09,5616
ACT,,,11,2022-02-09,105
WA,,,0,2022-02-09,0
Australia,,,1570,2022-02-09,14932
QLD,,,152,2022-02-09,2901
SA,,,90,2022-02-09,1111
TAS,,,4,2022-02-09,163
VIC,,,897,2022-02-09,5016
NSW,,,422,2022-02-10,5628
ACT,,,11,2022-02-10,109
TAS,,,6,2022-02-10,161
Australia,,,1596,2022-02-10,15073
NT,,,2,2022-02-10,20
QLD,,,157,2022-02-10,2969
SA,,,94,2022-02-10,1147
VIC,,,904,2022-02-10,5039
WA,,,0,2022-02-10,0
WA,,,0,2022-02-11,1
Australia,,,1618,2022-02-11,15384
TAS,,,6,2022-02-11,161
VIC,,,906,2022-02-11,5108
NT,,,2,2022-02-11,21
NSW,,,431,2022-02-11,5760
ACT,,,14,2022-02-11,135
SA,,,94,2022-02-11,1152
QLD,,,165,2022-02-11,3046
NSW,,,431,2022-02-12,5760
QLD,,,165,2022-02-12,3046
SA,,,94,2022-02-12,1152
TAS,,,6,2022-02-12,161
VIC,,,906,2022-02-12,5108
NT,,,2,2022-02-12,21
Australia,,,1618,2022-02-12,15384
ACT,,,14,2022-02-12,135
WA,,,0,2022-02-12,1
VIC,,,906,2022-02-13,5108
SA,,,94,2022-02-13,1152
QLD,,,165,2022-02-13,3046
Australia,,,1618,2022-02-13,15384
ACT,,,14,2022-02-13,135
NSW,,,431,2022-02-13,5760
NT,,,2,2022-02-13,21
TAS,,,6,2022-02-13,161
WA,,,0,2022-02-13,1
SA,,,94,2022-02-14,1169
Australia,,,1648,2022-02-14,15610
ACT,,,14,2022-02-14,135
NSW,,,447,2022-02-14,5865
NT,,,2,2022-02-14,28
QLD,,,173,2022-02-14,3063
TAS,,,6,2022-02-14,161
VIC,,,912,2022-02-14,5179
WA,,,0,2022-02-14,10
NT,,,2,2022-02-15,32
NSW,,,454,2022-02-15,5949
Australia,,,1658,2022-02-15,15797
QLD,,,175,2022-02-15,3123
ACT,,,15,2022-02-15,160
TAS,,,6,2022-02-15,161
VIC,,,912,2022-02-15,5179
WA,,,0,2022-02-15,10
SA,,,94,2022-02-15,1183
NSW,,,469,2022-02-16,6049
NT,,,2,2022-02-16,36
QLD,,,182,2022-02-16,3169
SA,,,95,2022-02-16,1182
VIC,,,909,2022-02-16,5182
TAS,,,6,2022-02-16,161
ACT,,,15,2022-02-16,161
Australia,,,1678,2022-02-16,15951
WA,,,0,2022-02-16,11
Australia,,,1693,2022-02-17,16059
QLD,,,182,2022-02-17,3186
SA,,,96,2022-02-17,1181
TAS,,,6,2022-02-17,161
NT,,,2,2022-02-17,39
NSW,,,479,2022-02-17,6147
ACT,,,15,2022-02-17,170
VIC,,,913,2022-02-17,5162
WA,,,0,2022-02-17,13
VIC,,,914,2022-02-18,5182
SA,,,96,2022-02-18,1181
QLD,,,184,2022-02-18,3198
NT,,,2,2022-02-18,52
NSW,,,492,2022-02-18,6198
ACT,,,15,2022-02-18,180
Australia,,,1709,2022-02-18,16180
WA,,,0,2022-02-18,28
TAS,,,6,2022-02-18,161
VIC,,,914,2022-02-19,5182
TAS,,,6,2022-02-19,161
SA,,,96,2022-02-19,1181
QLD,,,184,2022-02-19,3198
WA,,,0,2022-02-19,28
NSW,,,492,2022-02-19,6198
ACT,,,15,2022-02-19,180
Australia,,,1709,2022-02-19,16180
NT,,,2,2022-02-19,52
VIC,,,914,2022-02-20,5182
TAS,,,6,2022-02-20,161
SA,,,96,2022-02-20,1181
QLD,,,184,2022-02-20,3198
NT,,,2,2022-02-20,52
NSW,,,492,2022-02-20,6198
WA,,,0,2022-02-20,28
Australia,,,1709,2022-02-20,16180
ACT,,,15,2022-02-20,180
TAS,,,6,2022-02-21,134
VIC,,,913,2022-02-21,5187
WA,,,0,2022-02-21,29
NT,,,2,2022-02-21,63
ACT,,,15,2022-02-21,180
Australia,,,1712,2022-02-21,16249
NSW,,,499,2022-02-21,6279
QLD,,,183,2022-02-21,3220
SA,,,94,2022-02-21,1157
Australia,,,1717,2022-02-22,16347
NSW,,,504,2022-02-22,6360
ACT,,,15,2022-02-22,181
NT,,,2,2022-02-22,68
SA,,,94,2022-02-22,1157
WA,,,0,2022-02-22,29
VIC,,,913,2022-02-22,5198
TAS,,,6,2022-02-22,134
QLD,,,183,2022-02-22,3220
ACT,,,15,2022-02-23,183
Australia,,,1719,2022-02-23,16404
NT,,,2,2022-02-23,81
NSW,,,506,2022-02-23,6375
SA,,,94,2022-02-23,1157
TAS,,,6,2022-02-23,134
VIC,,,913,2022-02-23,5225
WA,,,0,2022-02-23,29
QLD,,,183,2022-02-23,3220
Australia,,,1729,2022-02-24,16397
ACT,,,15,2022-02-24,183
NSW,,,516,2022-02-24,6365
NT,,,2,2022-02-24,83
QLD,,,183,2022-02-24,3220
SA,,,94,2022-02-24,1157
WA,,,0,2022-02-24,30
VIC,,,913,2022-02-24,5225
TAS,,,6,2022-02-24,134
NT,,,3,2022-02-25,87
TAS,,,6,2022-02-25,162
QLD,,,197,2022-02-25,3385
VIC,,,923,2022-02-25,5376
Australia,,,1781,2022-02-25,17099
ACT,,,15,2022-02-25,183
NSW,,,537,2022-02-25,6663
SA,,,100,2022-02-25,1210
WA,,,0,2022-02-25,33
NSW,,,537,2022-02-26,6663
Australia,,,1781,2022-02-26,17099
ACT,,,15,2022-02-26,183
NT,,,3,2022-02-26,87
QLD,,,197,2022-02-26,3385
SA,,,100,2022-02-26,1210
WA,,,0,2022-02-26,33
VIC,,,923,2022-02-26,5376
TAS,,,6,2022-02-26,162
TAS,,,6,2022-02-27,162
VIC,,,923,2022-02-27,5376
Australia,,,1781,2022-02-27,17099
