REPORT_DATE,CODE,ACTIVE_CNT,CASE_CNT,DEATH_CNT,TEST_CNT,MED_HOSP_CNT,MED_ICU_CNT,NAME,PREV_ACTIVE_CNT,PREV_CASE_CNT,PREV_DEATH_CNT,PREV_TEST_CNT,PREV_MED_HOSP_CNT,PREV_MED_ICU_CNT,NEW_CASE_CNT,PREV_NEW_CASE_CNT,LAST_UPDATED_DATE
2020-02-04,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-04,WA,,0.0,0.0,,,,WA,,0.0,0.0,,,,,,
2020-02-05,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-05,WA,,0.0,0.0,,,,WA,,0.0,0.0,,,,,,
2020-02-05,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-05,AUS,,13.0,0.0,,,0.0,Australia,,12.0,0.0,,,0.0,1.0,,
2020-02-05,QLD,,3.0,0.0,,,,Queensland,,2.0,0.0,,,,,,
2020-02-05,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-05,SA,,2.0,0.0,,,,SA,,2.0,0.0,,,,,,
2020-02-05,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-05,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-06,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-06,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-06,AUS,,14.0,0.0,,,0.0,Australia,,13.0,0.0,,,0.0,1.0,,
2020-02-06,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-06,QLD,,4.0,0.0,,,,Queensland,,3.0,0.0,,,,,,
2020-02-06,WA,,0.0,0.0,,,,WA,,0.0,0.0,,,,,,
2020-02-06,SA,,2.0,0.0,,,,SA,,2.0,0.0,,,,,,
2020-02-06,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-06,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-07,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-07,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-07,SA,,2.0,0.0,,,,SA,,2.0,0.0,,,,,,
2020-02-07,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-07,WA,,0.0,0.0,,,,WA,,0.0,0.0,,,,,,
2020-02-07,QLD,,5.0,0.0,,,,Queensland,,4.0,0.0,,,,,,
2020-02-07,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-07,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-07,AUS,,15.0,0.0,,,0.0,Australia,,14.0,0.0,,,0.0,1.0,,
2020-02-08,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-08,WA,,0.0,0.0,,,,WA,,0.0,0.0,,,,,,
2020-02-08,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-08,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-08,SA,,2.0,0.0,,,,SA,,2.0,0.0,,,,,,
2020-02-08,QLD,,5.0,0.0,,,,Queensland,,5.0,0.0,,,,,,
2020-02-08,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-08,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-08,AUS,,15.0,0.0,,,0.0,Australia,,15.0,0.0,,,0.0,0.0,,
2020-02-09,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-09,SA,,2.0,0.0,,,,SA,,2.0,0.0,,,,,,
2020-02-09,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-09,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-09,WA,,0.0,0.0,,,,WA,,0.0,0.0,,,,,,
2020-02-09,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-09,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-09,AUS,,15.0,0.0,,,0.0,Australia,,15.0,0.0,,,0.0,0.0,,
2020-02-09,QLD,,5.0,0.0,,,,Queensland,,5.0,0.0,,,,,,
2020-02-10,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-10,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-10,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-10,SA,,2.0,0.0,,,,SA,,2.0,0.0,,,,,,
2020-02-10,WA,,0.0,0.0,,,,WA,,0.0,0.0,,,,,,
2020-02-10,QLD,,5.0,0.0,,,,Queensland,,5.0,0.0,,,,,,
2020-02-10,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-10,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-10,AUS,,15.0,0.0,,,0.0,Australia,,15.0,0.0,,,0.0,0.0,,
2020-02-11,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-11,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-11,SA,,2.0,0.0,,,,SA,,2.0,0.0,,,,,,
2020-02-11,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-11,WA,,0.0,0.0,,,,WA,,0.0,0.0,,,,,,
2020-02-11,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-11,AUS,,15.0,0.0,,,0.0,Australia,,15.0,0.0,,,0.0,0.0,,
2020-02-11,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-11,QLD,,5.0,0.0,,,,Queensland,,5.0,0.0,,,,,,
2020-02-12,WA,,0.0,0.0,,,,WA,,0.0,0.0,,,,,,
2020-02-12,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-12,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-12,SA,,2.0,0.0,,,,SA,,2.0,0.0,,,,,,
2020-02-12,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-12,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-12,QLD,,5.0,0.0,,,,Queensland,,5.0,0.0,,,,,,
2020-02-12,AUS,,15.0,0.0,,,0.0,Australia,,15.0,0.0,,,0.0,0.0,,
2020-02-12,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-13,SA,,2.0,0.0,,,,SA,,2.0,0.0,,,,,,
2020-02-13,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-13,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-13,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-13,WA,,0.0,0.0,,,,WA,,0.0,0.0,,,,,,
2020-02-13,QLD,,5.0,0.0,,,,Queensland,,5.0,0.0,,,,,,
2020-02-13,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-13,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-13,AUS,,15.0,0.0,,,0.0,Australia,,15.0,0.0,,,0.0,0.0,,
2020-02-14,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-14,AUS,,15.0,0.0,,,0.0,Australia,,15.0,0.0,,,0.0,0.0,,
2020-02-14,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-14,WA,,0.0,0.0,,,,WA,,0.0,0.0,,,,,,
2020-02-14,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-14,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-14,QLD,,5.0,0.0,,,,Queensland,,5.0,0.0,,,,,,
2020-02-14,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-14,SA,,2.0,0.0,,,,SA,,2.0,0.0,,,,,,
2020-02-15,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-15,AUS,,15.0,0.0,,,0.0,Australia,,15.0,0.0,,,0.0,0.0,,
2020-02-15,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-15,QLD,,5.0,0.0,,,,Queensland,,5.0,0.0,,,,,,
2020-02-15,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-15,SA,,2.0,0.0,,,,SA,,2.0,0.0,,,,,,
2020-02-15,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-15,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-15,WA,,0.0,0.0,,,,WA,,0.0,0.0,,,,,,
2020-02-16,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-16,AUS,,15.0,0.0,,,0.0,Australia,,15.0,0.0,,,0.0,0.0,,
2020-02-16,QLD,,5.0,0.0,,,,Queensland,,5.0,0.0,,,,,,
2020-02-16,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-16,WA,,0.0,0.0,,,,WA,,0.0,0.0,,,,,,
2020-02-16,SA,,2.0,0.0,,,,SA,,2.0,0.0,,,,,,
2020-02-16,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-16,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-16,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-17,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-17,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-17,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-17,SA,,2.0,0.0,,,,SA,,2.0,0.0,,,,,,
2020-02-17,WA,,0.0,0.0,,,,WA,,0.0,0.0,,,,,,
2020-02-17,AUS,,15.0,0.0,,,0.0,Australia,,15.0,0.0,,,0.0,0.0,,
2020-02-17,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-17,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-17,QLD,,5.0,0.0,,,,Queensland,,5.0,0.0,,,,,,
2020-02-18,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-18,WA,,0.0,0.0,,,,WA,,0.0,0.0,,,,,,
2020-02-18,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-18,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-18,SA,,2.0,0.0,,,,SA,,2.0,0.0,,,,,,
2020-02-18,QLD,,5.0,0.0,,,,Queensland,,5.0,0.0,,,,,,
2020-02-18,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-18,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-18,AUS,,15.0,0.0,,,0.0,Australia,,15.0,0.0,,,0.0,0.0,,
2020-02-19,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-19,AUS,,15.0,0.0,,,0.0,Australia,,15.0,0.0,,,0.0,0.0,,
2020-02-19,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-19,QLD,,5.0,0.0,,,,Queensland,,5.0,0.0,,,,,,
2020-02-19,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-19,SA,,2.0,0.0,,,,SA,,2.0,0.0,,,,,,
2020-02-19,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-19,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-19,WA,,0.0,0.0,,,,WA,,0.0,0.0,,,,,,
2020-02-20,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-20,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-20,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-20,SA,,2.0,0.0,,,,SA,,2.0,0.0,,,,,,
2020-02-20,WA,,0.0,0.0,,,,WA,,0.0,0.0,,,,,,
2020-02-20,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-20,AUS,,15.0,0.0,,,0.0,Australia,,15.0,0.0,,,0.0,0.0,,
2020-02-20,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-20,QLD,,5.0,0.0,,,,Queensland,,5.0,0.0,,,,,,
2020-02-21,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-21,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-21,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-21,SA,,2.0,0.0,,,,SA,,2.0,0.0,,,,,,
2020-02-21,WA,,0.0,0.0,,,,WA,,0.0,0.0,,,,,,
2020-02-21,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-21,AUS,,15.0,0.0,,,0.0,Australia,,15.0,0.0,,,0.0,0.0,,
2020-02-21,QLD,,5.0,0.0,,,,Queensland,,5.0,0.0,,,,,,
2020-02-21,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-22,AUS,,19.0,0.0,,,0.0,Australia,,15.0,0.0,,,0.0,4.0,,
2020-02-22,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-22,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-22,QLD,,7.0,0.0,,,,Queensland,,5.0,0.0,,,,,,
2020-02-22,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-22,SA,,3.0,0.0,,,,SA,,2.0,0.0,,,,,,
2020-02-22,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-22,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-22,WA,,1.0,0.0,,,,WA,,0.0,0.0,,,,,,
2020-02-23,SA,,3.0,0.0,,,,SA,,3.0,0.0,,,,,,
2020-02-23,WA,,1.0,0.0,,,,WA,,1.0,0.0,,,,,,
2020-02-23,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-23,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-23,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-23,AUS,,20.0,0.0,,,0.0,Australia,,19.0,0.0,,,0.0,1.0,,
2020-02-23,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-23,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-23,QLD,,8.0,0.0,,,,Queensland,,7.0,0.0,,,,,,
2020-02-24,QLD,,8.0,0.0,,,,Queensland,,8.0,0.0,,,,,,
2020-02-24,AUS,,20.0,0.0,,,0.0,Australia,,20.0,0.0,,,0.0,0.0,,
2020-02-24,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-24,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-24,SA,,3.0,0.0,,,,SA,,3.0,0.0,,,,,,
2020-02-24,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-24,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-24,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-24,WA,,1.0,0.0,,,,WA,,1.0,0.0,,,,,,
2020-02-25,SA,,3.0,0.0,,,,SA,,3.0,0.0,,,,,,
2020-02-25,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-25,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-25,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-25,WA,,1.0,0.0,,,,WA,,1.0,0.0,,,,,,
2020-02-25,QLD,,8.0,0.0,,,,Queensland,,8.0,0.0,,,,,,
2020-02-25,AUS,,20.0,0.0,,,0.0,Australia,,20.0,0.0,,,0.0,0.0,,
2020-02-25,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-25,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-26,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-26,AUS,,20.0,0.0,,,0.0,Australia,,20.0,0.0,,,0.0,0.0,,
2020-02-26,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-26,QLD,,8.0,0.0,,,,Queensland,,8.0,0.0,,,,,,
2020-02-26,SA,,3.0,0.0,,,,SA,,3.0,0.0,,,,,,
2020-02-26,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-26,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-26,WA,,1.0,0.0,,,,WA,,1.0,0.0,,,,,,
2020-02-26,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-27,WA,,1.0,0.0,,,,WA,,1.0,0.0,,,,,,
2020-02-27,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-27,SA,,3.0,0.0,,,,SA,,3.0,0.0,,,,,,
2020-02-27,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-27,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-27,QLD,,8.0,0.0,,,,Queensland,,8.0,0.0,,,,,,
2020-02-27,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-27,AUS,,20.0,0.0,,,0.0,Australia,,20.0,0.0,,,0.0,0.0,,
2020-02-27,VIC,,4.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-28,VIC,,7.0,0.0,,,,Victoria,,4.0,0.0,,,,,,
2020-02-28,AUS,,23.0,0.0,,,0.0,Australia,,20.0,0.0,,,0.0,3.0,,
2020-02-28,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-28,QLD,,8.0,0.0,,,,Queensland,,8.0,0.0,,,,,,
2020-02-28,WA,,1.0,0.0,,,,WA,,1.0,0.0,,,,,,
2020-02-28,SA,,3.0,0.0,,,,SA,,3.0,0.0,,,,,,
2020-02-28,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-28,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-28,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-29,TAS,,0.0,0.0,,,,Tasmania,,0.0,0.0,,,,,,
2020-02-29,NT,,0.0,0.0,,,,NT,,0.0,0.0,,,,,,
2020-02-29,ACT,,0.0,0.0,,,,ACT,,0.0,0.0,,,,,,
2020-02-29,SA,,3.0,0.0,,,,SA,,3.0,0.0,,,,,,
2020-02-29,WA,,2.0,0.0,,,,WA,,1.0,0.0,,,,,,
2020-02-29,VIC,,7.0,0.0,,,,Victoria,,7.0,0.0,,,,,,
2020-02-29,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-02-29,AUS,,25.0,0.0,,,0.0,Australia,,23.0,0.0,,,0.0,2.0,,
2020-02-29,QLD,,9.0,0.0,,,,Queensland,,8.0,0.0,,,,,,
2020-03-01,QLD,,9.0,0.0,,,,Queensland,,9.0,0.0,,,,,,
2020-03-01,NSW,,4.0,0.0,,,,NSW,,4.0,0.0,,,,,,
2020-03-01,WA,,2.0,0.0,,,,WA,,2.0,0.0,,,,,,
2020-03-01,VIC,,7.0,0.0,,,,Victoria,,7.0,0.0,,,,,,
